Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,SatisfactionScore,LoyaltyIndex,WorkloadScore,CareerGrowthRate,OverTimeRisk,TenureStabilityIndex,OverTimeXSatisfaction,StagnationRisk,IncomeVsExperience,DistanceXOverTime
36,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,Medium,Male,94,Medium,2,Human Resources,Very High,Single,3886,4223,1,No,21,Outstanding,Very High,0,10.0,2,Good,10,1,0,8,353.27272727272725,3.0,0.7272727272727273,4,0.9090909090909091,0,5.0,0,0.0,353.27272727272725,0
35,Travel_Rarely,660,Sales,7,Below College,Life Sciences,Very High,Male,76,High,1,Sales Representative,High,Married,2404,16192,1,No,13,Excellent,Low,1,1.0,3,Better,1,0,0,0,1202.0,2.75,0.0,9,0.5,0,0.5,0,0.0,1202.0,0
43,Travel_Frequently,313,Research & Development,21,Bachelor,Medical,Very High,Male,61,High,1,Laboratory Technician,Very High,Married,2258,15238,7,No,20,Outstanding,Low,1,8.0,1,Better,3,2,1,2,564.5,3.0,0.2222222222222222,3,0.5,0,1.0,0,0.25,250.88888888888889,0
35,Travel_Rarely,992,Research & Development,1,Bachelor,Medical,Very High,Male,68,Medium,1,Laboratory Technician,Low,Single,2450,21731,1,No,19,Excellent,Medium,0,3.0,3,Better,3,0,1,2,612.5,2.5,0.5,6,0.5,0,1.5,0,0.25,612.5,0
53,Travel_Frequently,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,3,Sales Executive,Medium,Married,7525,23537,2,No,12,Excellent,Low,1,28.5,2,Better,15,7,6,12,470.3125,2.25,0.4067796610169492,4,0.5625,0,9.5,0,0.375,255.08474576271186,0
31,Travel_Rarely,525,Sales,6,Master,Medical,Low,Male,66,Very High,2,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Outstanding,Very High,2,13.0,4,Best,7,7,5,7,682.5,3.25,0.5,16,0.25,0,2.6,0,0.625,390.0,0
50,Travel_Frequently,333,Research & Development,22,Doctor,Medical,High,Male,88,Low,4,Research Director,Very High,Single,14411,24450,1,Yes,13,Excellent,Very High,0,28.5,2,Better,18,6,13,9,758.4736842105264,3.5,0.3050847457627119,2,0.2631578947368421,1,14.25,1,0.6842105263157895,488.50847457627117,22
25,Travel_Rarely,949,Research & Development,1,Bachelor,Technical Degree,Low,Male,81,High,1,Laboratory Technician,Very High,Married,3229,4910,4,No,11,Excellent,Medium,1,7.0,2,Good,3,2,0,2,807.25,2.25,0.25,6,0.75,0,1.4,0,0.0,403.625,0
39,Travel_Rarely,613,Research & Development,6,Below College,Medical,Very High,Male,42,Medium,3,Healthcare Representative,Low,Married,9991,21457,4,No,15,Excellent,Low,1,9.0,5,Better,7,7,1,7,1248.875,2.25,0.7,10,0.75,0,1.8,0,0.125,999.1,0
34,Travel_Rarely,419,Research & Development,7,Master,Life Sciences,Low,Female,53,High,3,Research Director,Medium,Single,11994,21293,0,No,11,Excellent,High,0,13.0,4,Better,12,6,2,11,922.6153846153846,2.25,0.7857142857142857,12,0.7692307692307693,0,13.0,0,0.15384615384615385,856.7142857142857,0
35,Travel_Rarely,950,Research & Development,7,Bachelor,Other,High,Male,59,High,3,Manufacturing Director,High,Single,10221,18869,3,No,21,Outstanding,Medium,0,17.0,3,Best,8,5,1,6,1135.6666666666667,3.0,0.3333333333333333,9,0.7777777777777778,0,4.25,0,0.1111111111111111,567.8333333333334,0
20,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,Low,Male,87,Medium,1,Laboratory Technician,High,Single,3033,12828,1,No,12,Excellent,Low,0,2.0,2,Good,2,2,1,2,1011.0,1.75,0.6666666666666666,4,0.3333333333333333,0,1.0,0,0.3333333333333333,1011.0,0
27,Travel_Rarely,591,Research & Development,2,Below College,Medical,Low,Male,40,High,1,Laboratory Technician,Medium,Married,3468,16632,9,No,12,Excellent,Very High,1,6.0,3,Better,2,2,2,2,1156.0,2.5,0.2857142857142857,9,0.0,0,0.6,0,0.6666666666666666,495.42857142857144,0
27,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,Very High,Male,74,High,2,Sales Executive,High,Single,4478,5242,1,Yes,11,Excellent,Low,0,5.0,3,Better,5,4,0,4,746.3333333333334,2.75,0.6666666666666666,9,0.8333333333333334,1,2.5,2,0.0,746.3333333333334,2
52,Travel_Rarely,1053,Research & Development,1,College,Life Sciences,Very High,Male,70,High,4,Manager,Very High,Married,16581,13829,2,No,15,Excellent,Medium,1,26.0,2,Good,9,8,7,8,1658.1,3.0,0.2962962962962963,6,0.2,0,8.666666666666666,0,0.7,614.1111111111111,0
32,Travel_Frequently,116,Research & Development,13,Bachelor,Other,High,Female,77,Medium,1,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Outstanding,High,1,2.0,2,Better,2,2,2,2,914.3333333333334,2.75,0.6666666666666666,4,0.0,0,1.0,0,0.6666666666666666,914.3333333333334,0
50,Travel_Rarely,1099,Research & Development,29,Master,Life Sciences,Medium,Male,88,Medium,4,Manager,High,Married,16581,9314,0,No,15,Excellent,Medium,1,28.0,2,Better,18,10,15,7,872.6842105263158,2.5,0.2413793103448276,4,0.15789473684210525,0,28.0,0,0.7894736842105263,571.7586206896551,0
49,Travel_Frequently,636,Research & Development,10,Master,Life Sciences,High,Female,35,High,5,Research Director,Low,Single,16581,25594,9,Yes,11,Excellent,Very High,0,22.0,4,Better,3,2,1,2,4145.25,2.75,0.08695652173913043,12,0.5,1,2.2,4,0.25,720.9130434782609,10
32,Travel_Rarely,374,Research & Development,25,Master,Life Sciences,Low,Male,87,High,1,Laboratory Technician,Very High,Single,2795,18016,1,Yes,24,Outstanding,High,0,1.0,2,Bad,1,0,0,1,1397.5,2.25,0.5,6,0.5,1,0.5,1,0.0,1397.5,25
34,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,High,Female,46,High,2,Laboratory Technician,Medium,Divorced,4444,22534,4,No,13,Excellent,High,2,15.0,2,Best,11,8,5,10,370.3333333333333,3.0,0.625,6,0.5,0,3.0,0,0.4166666666666667,277.75,0
36,Travel_Rarely,922,Research & Development,3,College,Life Sciences,Low,Female,39,High,1,Laboratory Technician,Very High,Divorced,2835,2561,5,No,22,Outstanding,Low,1,7.0,2,Better,1,0,0,0,1417.5,2.25,0.0,6,0.5,0,1.1666666666666667,0,0.0,354.375,0
52,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,Medium,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7,No,19,Excellent,Very High,0,18.0,4,Better,8,6,4,0,1160.5555555555557,2.75,0.0,12,0.4444444444444444,0,2.25,0,0.4444444444444444,549.7368421052631,0
30,Travel_Rarely,1427,Research & Development,2,Below College,Medical,Medium,Male,35,Medium,1,Laboratory Technician,Very High,Single,2720,11162,0,No,13,Excellent,Very High,0,6.0,3,Better,5,3,1,2,453.3333333333333,3.25,0.2857142857142857,6,0.6666666666666666,0,6.0,0,0.16666666666666666,388.57142857142856,0
58,Non-Travel,350,Sales,2,Bachelor,Medical,Medium,Male,52,High,4,Manager,Medium,Divorced,16291,22577,4,No,22,Outstanding,Very High,1,28.5,0,Good,16,9,14,14,958.2941176470588,2.5,0.4745762711864407,0,0.11764705882352941,0,5.7,0,0.8235294117647058,552.2372881355932,0
42,Travel_Frequently,570,Research & Development,8,Bachelor,Life Sciences,Medium,Male,66,High,5,Manager,Very High,Divorced,16581,16225,1,No,13,Excellent,Medium,1,24.0,4,Good,18,7,14,9,872.6842105263158,2.5,0.36,12,0.21052631578947367,0,12.0,0,0.7368421052631579,663.24,0
49,Travel_Rarely,1313,Sales,11,Master,Marketing,Very High,Female,80,High,2,Sales Executive,Very High,Single,4507,8191,3,No,12,Excellent,High,0,8.0,1,Best,5,1,0,4,751.1666666666666,3.75,0.4444444444444444,3,0.8333333333333334,0,2.0,0,0.0,500.77777777777777,0
43,Travel_Rarely,415,Sales,25,Bachelor,Medical,High,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,Excellent,High,1,18.0,5,Better,1,0,0,0,5399.0,3.25,0.0,10,0.5,0,3.0,0,0.0,568.3157894736842,0
40,Travel_Rarely,896,Research & Development,2,Bachelor,Medical,High,Male,68,High,1,Research Scientist,High,Divorced,2345,8045,2,No,14,Excellent,High,1,8.0,3,Best,3,1,1,2,586.25,3.25,0.2222222222222222,9,0.5,0,2.6666666666666665,0,0.25,260.55555555555554,0
55,Travel_Rarely,452,Research & Development,1,Bachelor,Medical,Very High,Male,81,High,5,Manager,Low,Single,16581,18938,0,Yes,14,Excellent,High,0,28.5,2,Better,18,10,4,13,872.6842105263158,2.75,0.4406779661016949,6,0.7368421052631579,1,28.5,4,0.21052631578947367,562.0677966101695,1
32,Travel_Frequently,1311,Research & Development,7,Bachelor,Life Sciences,Medium,Male,100,Very High,1,Laboratory Technician,Medium,Married,2794,26062,1,No,20,Outstanding,High,0,5.0,3,Bad,5,1,0,3,465.6666666666667,2.0,0.5,12,0.8333333333333334,0,2.5,0,0.0,465.6666666666667,0
55,Non-Travel,444,Research & Development,2,Below College,Medical,High,Male,40,Medium,4,Manager,Low,Single,16581,17323,7,No,15,Excellent,Medium,0,28.5,3,Best,9,7,6,2,1658.1,2.5,0.06779661016949153,6,0.3,0,3.5625,0,0.6,562.0677966101695,0
31,Travel_Rarely,192,Research & Development,2,Master,Life Sciences,High,Male,32,High,1,Research Scientist,Very High,Divorced,2695,7747,0,Yes,18,Excellent,Medium,1,3.0,2,Bad,2,2,2,2,898.3333333333334,2.5,0.5,6,0.0,1,3.0,1,0.6666666666666666,673.75,2
43,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,Very High,Male,87,Very High,1,Laboratory Technician,Medium,Divorced,4876,5855,5,No,12,Excellent,High,1,8.0,0,Better,6,4,0,2,696.5714285714286,3.0,0.2222222222222222,0,0.8571428571428571,0,1.3333333333333333,0,0.0,541.7777777777778,0
34,Travel_Rarely,404,Research & Development,2,Master,Technical Degree,High,Female,98,High,2,Healthcare Representative,Very High,Single,6687,6163,1,No,11,Excellent,Very High,0,14.0,2,Best,14,11,4,11,445.8,3.75,0.7333333333333333,6,0.6666666666666666,0,7.0,0,0.26666666666666666,445.8,0
40,Travel_Rarely,804,Research & Development,2,Below College,Medical,Very High,Female,86,Medium,1,Research Scientist,Very High,Single,2342,22929,0,Yes,20,Outstanding,Very High,0,5.0,2,Good,4,2,2,3,468.4,3.5,0.5,4,0.4,1,5.0,1,0.4,390.3333333333333,2
42,Non-Travel,335,Research & Development,23,College,Life Sciences,Very High,Male,37,Medium,2,Research Scientist,High,Single,4332,14811,1,No,12,Excellent,Very High,0,20.0,2,Better,18,9,3,7,228.0,3.5,0.3333333333333333,4,0.7894736842105263,0,10.0,0,0.15789473684210525,206.28571428571428,0
28,Travel_Rarely,580,Research & Development,27,Bachelor,Medical,Medium,Female,39,Low,2,Manufacturing Director,Low,Divorced,4877,20460,0,No,21,Outstanding,Medium,1,6.0,5,Good,5,3,0,0,812.8333333333334,1.75,0.0,5,0.8333333333333334,0,6.0,0,0.0,696.7142857142857,0
40,Travel_Frequently,720,Research & Development,16,Master,Medical,Low,Male,51,Medium,2,Laboratory Technician,High,Single,5094,11983,6,No,14,Excellent,Very High,0,10.0,6,Better,1,0,0,0,2547.0,2.75,0.0,12,0.5,0,1.4285714285714286,0,0.0,463.09090909090907,0
35,Travel_Rarely,1343,Research & Development,27,Below College,Medical,High,Female,53,Medium,1,Research Scientist,Low,Single,2559,17852,1,No,11,Excellent,Very High,0,6.0,3,Good,6,5,1,1,365.57142857142856,2.5,0.14285714285714285,6,0.7142857142857143,0,3.0,0,0.14285714285714285,365.57142857142856,0
32,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Very High,Male,79,High,2,Laboratory Technician,High,Married,4883,22845,1,No,18,Excellent,Low,1,10.0,3,Better,10,4,1,1,443.90909090909093,2.75,0.09090909090909091,9,0.8181818181818182,0,5.0,0,0.09090909090909091,443.90909090909093,0
34,Travel_Rarely,1153,Research & Development,1,College,Medical,Low,Male,94,High,2,Manufacturing Director,Medium,Married,4325,17736,1,No,15,Excellent,High,0,5.0,2,Better,5,2,1,3,720.8333333333334,2.25,0.5,6,0.6666666666666666,0,2.5,0,0.16666666666666666,720.8333333333334,0
35,Travel_Rarely,104,Research & Development,2,Bachelor,Life Sciences,Low,Female,69,High,1,Laboratory Technician,Low,Divorced,2074,26619,1,Yes,12,Excellent,Very High,1,1.0,2,Better,1,0,0,0,1037.0,2.25,0.0,6,0.5,1,0.5,4,0.0,1037.0,2
20,Travel_Rarely,1141,Sales,2,Bachelor,Medical,High,Female,31,High,1,Sales Representative,High,Single,2783,13251,1,No,19,Excellent,Low,0,2.0,3,Better,2,2,2,2,927.6666666666666,2.5,0.6666666666666666,9,0.0,0,1.0,0,0.6666666666666666,927.6666666666666,0
52,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,Very High,Female,30,High,4,Manager,Very High,Married,16555,10310,2,No,13,Excellent,Very High,0,28.5,2,Bad,5,2,1,4,2759.1666666666665,3.25,0.13559322033898305,6,0.6666666666666666,0,9.5,0,0.16666666666666666,561.1864406779661,0
49,Travel_Rarely,271,Research & Development,3,College,Medical,High,Female,43,Medium,2,Laboratory Technician,Low,Married,4789,23070,4,No,25,Outstanding,Low,1,10.0,3,Better,3,2,1,2,1197.25,2.0,0.18181818181818182,6,0.5,0,2.0,0,0.25,435.3636363636364,0
44,Non-Travel,981,Research & Development,5,Bachelor,Life Sciences,High,Male,90,Medium,1,Laboratory Technician,High,Single,3162,7973,3,No,14,Excellent,Very High,0,7.0,5,Better,5,2,0,3,527.0,3.25,0.375,10,0.8333333333333334,0,1.75,0,0.0,395.25,0
36,Non-Travel,1229,Sales,8,Master,Technical Degree,Low,Male,84,High,2,Sales Executive,Very High,Divorced,5079,25952,4,No,13,Excellent,Very High,2,12.0,3,Better,7,7,0,7,634.875,3.0,0.5384615384615384,9,0.875,0,2.4,0,0.0,390.6923076923077,0
32,Travel_Rarely,634,Research & Development,5,Master,Other,Medium,Female,35,Very High,1,Research Scientist,Very High,Married,3312,18783,3,No,17,Excellent,Very High,2,6.0,3,Better,3,2,0,2,828.0,3.25,0.2857142857142857,12,0.75,0,1.5,0,0.0,473.14285714285717,0
22,Travel_Rarely,581,Research & Development,1,College,Life Sciences,Very High,Male,63,High,1,Research Scientist,High,Single,3375,17624,0,No,12,Excellent,Very High,0,4.0,2,Best,3,2,1,2,843.75,3.75,0.4,6,0.5,0,4.0,0,0.25,675.0,0
37,Travel_Rarely,367,Research & Development,25,College,Medical,High,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,Excellent,High,2,9.0,2,Better,6,2,1,3,818.7142857142857,3.25,0.3,4,0.7142857142857143,0,1.125,0,0.14285714285714285,573.1,0
30,Non-Travel,1116,Research & Development,2,Bachelor,Medical,High,Female,49,High,1,Laboratory Technician,Very High,Single,2564,7181,0,No,14,Excellent,High,0,12.0,2,Good,11,7,6,7,213.66666666666666,3.0,0.5384615384615384,6,0.4166666666666667,0,12.0,0,0.5,197.23076923076923,0
33,Travel_Rarely,589,Research & Development,28,Master,Life Sciences,Medium,Male,79,High,2,Laboratory Technician,High,Married,5207,22949,1,Yes,12,Excellent,Medium,1,15.0,3,Better,15,14,5,7,325.4375,2.5,0.4375,9,0.625,1,7.5,2,0.3125,325.4375,28
41,Travel_Rarely,337,Sales,8,Bachelor,Marketing,High,Female,54,High,2,Sales Executive,Medium,Married,4393,26841,5,No,21,Outstanding,High,1,14.0,3,Better,5,4,1,4,732.1666666666666,2.75,0.26666666666666666,9,0.6666666666666666,0,2.3333333333333335,0,0.16666666666666666,292.8666666666667,0
41,Travel_Rarely,582,Research & Development,28,Master,Life Sciences,Low,Female,60,Medium,4,Manufacturing Director,Medium,Married,13570,5640,0,No,23,Outstanding,High,1,21.0,3,Better,18,7,0,10,714.2105263157895,2.25,0.45454545454545453,6,0.9473684210526315,0,21.0,0,0.0,616.8181818181819,0
29,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,Very High,Female,61,High,1,Research Scientist,Medium,Divorced,3291,17940,0,No,14,Excellent,Very High,2,8.0,2,Good,7,5,1,1,411.375,3.0,0.1111111111111111,6,0.75,0,8.0,0,0.125,365.6666666666667,0
51,Travel_Rarely,1178,Sales,14,College,Life Sciences,High,Female,87,High,2,Sales Executive,Very High,Married,4936,14862,4,No,11,Excellent,High,1,18.0,2,Good,7,7,0,7,617.0,3.0,0.3684210526315789,6,0.875,0,3.6,0,0.0,259.7894736842105,0
53,Travel_Rarely,1168,Sales,24,Master,Life Sciences,Low,Male,66,High,3,Sales Executive,Low,Single,10448,5843,6,Yes,13,Excellent,Medium,0,15.0,2,Good,2,2,2,2,3482.6666666666665,1.5,0.125,6,0.0,1,2.142857142857143,4,0.6666666666666666,653.0,24
43,Travel_Rarely,177,Research & Development,8,Bachelor,Life Sciences,Low,Female,55,High,2,Manufacturing Director,Medium,Divorced,4765,23814,4,No,21,Outstanding,High,1,4.0,2,Best,1,0,0,0,2382.5,2.5,0.0,6,0.5,0,0.8,0,0.0,953.0,0
29,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,High,Male,45,Very High,1,Sales Representative,Low,Single,1091,10642,1,No,17,Excellent,Very High,0,1.0,3,Better,1,0,0,0,545.5,2.75,0.0,12,0.5,0,0.5,0,0.0,545.5,0
32,Travel_Frequently,430,Research & Development,24,Master,Life Sciences,Low,Male,80,High,2,Laboratory Technician,Very High,Married,5309,21146,1,No,15,Excellent,Very High,2,10.0,2,Better,10,8,4,7,482.6363636363636,3.0,0.6363636363636364,6,0.5454545454545454,0,5.0,0,0.36363636363636365,482.6363636363636,0
28,Travel_Rarely,1434,Research & Development,5,Master,Technical Degree,High,Male,50,High,1,Laboratory Technician,High,Single,3441,11179,1,Yes,13,Excellent,High,0,2.0,3,Good,2,2,2,2,1147.0,2.75,0.6666666666666666,9,0.0,1,1.0,2,0.6666666666666666,1147.0,5
27,Travel_Rarely,135,Research & Development,17,Master,Life Sciences,Very High,Female,51,High,1,Research Scientist,High,Single,2394,25681,1,Yes,13,Excellent,Very High,0,8.0,2,Better,8,2,7,7,266.0,3.5,0.7777777777777778,6,0.1111111111111111,1,4.0,2,0.7777777777777778,266.0,17
35,Travel_Frequently,944,Sales,1,Bachelor,Marketing,High,Female,92,High,3,Sales Executive,High,Single,8789,9096,1,No,14,Excellent,Low,0,10.0,3,Best,10,7,0,8,799.0,2.75,0.7272727272727273,9,0.9090909090909091,0,5.0,0,0.0,799.0,0
42,Travel_Rarely,932,Research & Development,1,College,Life Sciences,Very High,Female,43,Medium,2,Manufacturing Director,Very High,Married,6062,4051,9,Yes,13,Excellent,Very High,1,8.0,4,Better,4,3,0,2,1212.4,3.75,0.2222222222222222,8,0.8,1,0.8,1,0.0,673.5555555555555,1
34,Travel_Rarely,1354,Research & Development,5,Bachelor,Medical,High,Female,45,Medium,3,Manager,Low,Single,11631,5615,2,No,12,Excellent,Very High,0,14.0,6,Better,11,10,5,8,969.25,2.75,0.5333333333333333,12,0.5,0,4.666666666666667,0,0.4166666666666667,775.4,0
25,Travel_Rarely,141,Sales,3,Below College,Other,High,Male,98,High,2,Sales Executive,Low,Married,4194,14363,1,Yes,18,Excellent,Very High,0,5.0,3,Better,5,3,0,3,699.0,2.75,0.5,9,0.8333333333333334,1,2.5,4,0.0,699.0,3
34,Travel_Rarely,1346,Research & Development,19,College,Medical,Medium,Male,93,High,1,Laboratory Technician,Very High,Divorced,2661,8758,0,No,11,Excellent,High,1,3.0,2,Better,2,2,1,2,887.0,3.0,0.5,6,0.3333333333333333,0,3.0,0,0.3333333333333333,665.25,0
27,Travel_Rarely,798,Research & Development,6,Master,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2187,5013,0,No,12,Excellent,High,2,6.0,5,Good,5,3,0,3,364.5,2.25,0.42857142857142855,10,0.8333333333333334,0,6.0,0,0.0,312.42857142857144,0
34,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,Very High,Male,93,High,2,Laboratory Technician,Low,Married,5346,6208,4,No,17,Excellent,High,1,11.0,3,Good,7,1,0,7,668.25,2.5,0.5833333333333334,9,0.875,0,2.2,0,0.0,445.5,0
33,Travel_Rarely,813,Research & Development,14,Bachelor,Medical,High,Male,58,High,1,Laboratory Technician,Very High,Married,2436,22149,5,Yes,13,Excellent,High,1,8.0,2,Bad,5,4,0,4,406.0,2.75,0.4444444444444444,6,0.8333333333333334,1,1.3333333333333333,1,0.0,270.6666666666667,14
27,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,Very High,Male,67,Medium,1,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,Excellent,Low,2,7.0,3,Better,7,7,0,7,508.25,2.25,0.875,6,0.875,0,3.5,0,0.0,508.25,0
35,Travel_Rarely,982,Research & Development,1,Master,Medical,Very High,Male,58,Medium,1,Laboratory Technician,High,Married,2258,16340,6,No,12,Excellent,Medium,1,10.0,2,Better,8,0,1,7,250.88888888888889,3.0,0.6363636363636364,4,0.7777777777777778,0,1.4285714285714286,0,0.1111111111111111,205.27272727272728,0
35,Travel_Rarely,662,Sales,1,Doctor,Marketing,High,Male,94,High,3,Sales Executive,Medium,Married,7295,11439,1,No,13,Excellent,Low,2,10.0,3,Better,10,8,0,6,663.1818181818181,2.25,0.5454545454545454,9,0.9090909090909091,0,5.0,0,0.0,663.1818181818181,0
23,Travel_Rarely,977,Research & Development,10,Bachelor,Technical Degree,Very High,Male,45,Very High,1,Research Scientist,High,Married,2073,12826,2,No,16,Excellent,Very High,1,4.0,2,Better,2,2,2,2,691.0,3.5,0.4,8,0.0,0,1.3333333333333333,0,0.6666666666666666,414.6,0
45,Travel_Rarely,538,Research & Development,1,Master,Technical Degree,Low,Male,66,High,3,Healthcare Representative,Medium,Divorced,7441,20933,1,No,12,Excellent,Low,3,10.0,4,Better,10,8,7,7,676.4545454545455,1.75,0.6363636363636364,12,0.2727272727272727,0,5.0,0,0.6363636363636364,676.4545454545455,0
31,Travel_Frequently,307,Research & Development,29,College,Medical,High,Male,71,Medium,1,Laboratory Technician,Medium,Single,3479,11652,0,No,11,Excellent,Medium,0,6.0,2,Best,5,4,1,4,579.8333333333334,2.75,0.5714285714285714,4,0.6666666666666666,0,6.0,0,0.16666666666666666,497.0,0
47,Non-Travel,1162,Research & Development,1,Below College,Medical,High,Female,98,High,3,Research Director,Medium,Married,11957,17231,0,No,18,Excellent,Low,2,14.0,3,Bad,13,8,5,12,854.0714285714286,1.75,0.8,9,0.5714285714285714,0,14.0,0,0.35714285714285715,797.1333333333333,0
46,Travel_Rarely,488,Sales,2,Bachelor,Technical Degree,High,Female,75,Low,4,Manager,Medium,Married,16581,14977,3,Yes,12,Excellent,Medium,1,28.0,2,Good,7,7,7,7,2072.625,2.25,0.2413793103448276,2,0.0,1,7.0,3,0.875,571.7586206896551,2
42,Travel_Rarely,916,Research & Development,17,College,Life Sciences,Very High,Female,82,Very High,2,Research Scientist,Low,Single,6545,23016,3,Yes,13,Excellent,High,0,10.0,1,Better,3,2,0,2,1636.25,2.75,0.18181818181818182,4,0.75,1,2.5,4,0.0,595.0,17
35,Travel_Frequently,662,Sales,18,Master,Marketing,Very High,Female,67,High,2,Sales Executive,High,Married,4614,23288,0,Yes,18,Excellent,High,1,5.0,0,Good,4,2,3,2,922.8,3.0,0.3333333333333333,0,0.2,1,5.0,2,0.6,769.0,18
55,Travel_Rarely,1311,Research & Development,2,Bachelor,Life Sciences,High,Female,97,High,4,Manager,Very High,Single,16581,23258,2,Yes,13,Excellent,High,0,28.5,2,Better,5,4,1,2,2763.5,3.25,0.06779661016949153,6,0.6666666666666666,1,9.5,1,0.16666666666666666,562.0677966101695,2
34,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,High,Male,56,Medium,2,Human Resources,Medium,Married,4490,21833,4,No,11,Excellent,Very High,2,14.0,5,Best,10,9,1,8,408.1818181818182,3.25,0.5333333333333333,10,0.8181818181818182,0,2.8,0,0.09090909090909091,299.3333333333333,0
45,Travel_Rarely,193,Research & Development,6,Master,Other,Very High,Male,52,High,3,Research Director,Low,Married,13245,15067,4,Yes,14,Excellent,Medium,0,17.0,3,Best,0,0,0,0,13245.0,2.75,0.0,9,0.0,1,3.4,4,0.0,735.8333333333334,6
32,Non-Travel,1146,Research & Development,15,Master,Medical,High,Female,34,High,2,Healthcare Representative,Very High,Divorced,6667,16542,5,No,18,Excellent,Medium,1,9.0,6,Better,5,1,1,2,1111.1666666666667,3.0,0.2,18,0.6666666666666666,0,1.5,0,0.16666666666666666,666.7,0
51,Travel_Rarely,770,Human Resources,5,Bachelor,Life Sciences,High,Male,84,High,4,Manager,Medium,Divorced,14026,17588,1,Yes,11,Excellent,Medium,1,28.5,2,Better,18,9,0,10,738.2105263157895,2.5,0.3389830508474576,6,0.9473684210526315,1,14.25,3,0.0,475.45762711864404,5
30,Non-Travel,1400,Research & Development,3,Bachelor,Life Sciences,High,Male,53,High,1,Laboratory Technician,Very High,Married,2097,16734,4,No,15,Excellent,High,1,9.0,3,Bad,5,3,1,4,349.5,2.75,0.4,9,0.6666666666666666,0,1.8,0,0.16666666666666666,209.7,0
37,Non-Travel,1252,Sales,19,College,Medical,Low,Male,32,High,3,Sales Executive,Medium,Single,7642,4814,1,Yes,13,Excellent,Very High,0,10.0,2,Better,10,0,0,9,694.7272727272727,2.5,0.8181818181818182,6,0.9090909090909091,1,5.0,3,0.0,694.7272727272727,19
34,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,Very High,Male,95,High,2,Manufacturing Director,High,Single,4033,15834,2,No,11,Excellent,Very High,0,5.0,3,Good,3,2,0,2,1008.25,3.25,0.3333333333333333,9,0.75,0,1.6666666666666667,0,0.0,672.1666666666666,0
54,Travel_Rarely,157,Research & Development,10,Bachelor,Medical,High,Female,77,High,2,Manufacturing Director,Low,Single,4440,25198,6,Yes,19,Excellent,Very High,0,9.0,3,Better,5,2,1,4,740.0,2.75,0.4,9,0.6666666666666666,1,1.2857142857142858,4,0.16666666666666666,444.0,10
49,Travel_Frequently,1475,Research & Development,28,College,Life Sciences,Low,Male,97,Medium,2,Laboratory Technician,Low,Single,4284,22710,3,No,20,Outstanding,Low,0,20.0,2,Better,4,3,1,3,856.8,1.5,0.14285714285714285,4,0.6,0,5.0,0,0.2,204.0,0
28,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,High,Male,39,Medium,1,Research Scientist,High,Divorced,2703,22088,1,Yes,14,Excellent,Very High,1,3.0,2,Better,3,1,0,2,675.75,3.25,0.5,4,0.75,1,1.5,2,0.0,675.75,6
38,Travel_Rarely,437,Sales,16,Bachelor,Life Sciences,Medium,Female,90,High,2,Sales Executive,Medium,Single,4198,16379,2,No,12,Excellent,Medium,0,8.0,5,Best,3,2,1,2,1049.5,2.5,0.2222222222222222,15,0.5,0,2.6666666666666665,0,0.25,466.44444444444446,0
26,Travel_Rarely,1357,Research & Development,25,Bachelor,Life Sciences,Low,Male,48,Low,1,Laboratory Technician,High,Single,2293,10558,1,No,12,Excellent,High,0,1.0,2,Good,1,0,0,1,1146.5,2.25,0.5,2,0.5,0,0.5,0,0.0,1146.5,0
